"filename", "language", "JSON", "Markdown", "JavaScript", "XML", "CSS", "HTML", "comment", "blank", "total"
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\finance\purchaseinvoice\menus\PurchaseInvoiceMenu.js", "JavaScript", 0, 0, 47, 0, 0, 0, 4, 8, 59
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_AdminPageMenu.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CommonPage.js", "JavaScript", 0, 0, 51, 0, 0, 0, 0, 13, 64
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreateAccountPage.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 3, 30
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreateCompaniesPage.js", "JavaScript", 0, 0, 37, 0, 0, 0, 0, 6, 43
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreateDepartmentsPage.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 6, 41
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreateEmployeePage.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 6, 55
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreateGroupCompaniesPage.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 6, 40
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreateJournalPage.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreateLegalEntityPage.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 6, 27
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreatePOPage.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreatePOReceiptPage.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreatePartnerPage.js", "JavaScript", 0, 0, 90, 0, 0, 0, 0, 5, 95
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreateProdCatPage.js", "JavaScript", 0, 0, 50, 0, 0, 0, 0, 6, 56
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreatePurchasePage.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_CreateReceiptPage.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 3, 39
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_EmployeePage.js", "JavaScript", 0, 0, 19, 0, 0, 0, 1, 4, 24
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_FinancePage.js", "JavaScript", 0, 0, 31, 0, 0, 0, 0, 3, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_HomePageMenu.js", "JavaScript", 0, 0, 39, 0, 0, 0, 0, 5, 44
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_InventoryPage.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 2, 38
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_ItemUOMConsolidationPage.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 8, 57
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_ModifyUserPage.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 10, 51
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_MoveInventoryPage.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 8, 57
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_PartnerSearchPage.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 6, 42
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_ProductsPage.js", "JavaScript", 0, 0, 31, 0, 0, 0, 0, 3, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_PurchaseOrdersSearchPage.js", "JavaScript", 0, 0, 55, 0, 0, 0, 0, 11, 66
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_PurchasePage.js", "JavaScript", 0, 0, 29, 0, 0, 0, 0, 6, 35
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_PutAwayPage.js", "JavaScript", 0, 0, 65, 0, 0, 0, 0, 17, 82
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_SearchItemInventoryPage.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 12, 53
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_SearchJournalPage.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_SearchPurchaseInvoicePage.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 3, 44
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_UOMConversionPage.js", "JavaScript", 0, 0, 45, 0, 0, 0, 0, 8, 53
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_UpdateCredentialsPage.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_UpdateInspectionPage.js", "JavaScript", 0, 0, 39, 0, 0, 0, 0, 3, 42
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_UserRolesPage.js", "JavaScript", 0, 0, 61, 0, 0, 0, 0, 6, 67
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_ViewBOMExplodePage.js", "JavaScript", 0, 0, 33, 0, 0, 0, 0, 4, 37
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inapp-help\display\HELP_ViewBOMPage.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 7, 28
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\InventoryPage.js", "JavaScript", 0, 0, 50, 0, 0, 0, 5, 8, 63
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\bins\BinsPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 2, 20
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\bins\ViewAllBinsPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 4, 22
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\bins\forms\ViewAllBinsForm.js", "JavaScript", 0, 0, 77, 0, 0, 0, 1, 9, 87
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\bins\menus\BinsMenu.js", "JavaScript", 0, 0, 47, 0, 0, 0, 4, 6, 57
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\config\config.js", "JavaScript", 0, 0, 44, 0, 0, 0, 9, 10, 63
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\handling\HandlingPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 2, 20
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\handling\ItemUOMConsolidationPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 2, 6, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\handling\MoveInventoryPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 2, 6, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\handling\UOMConversionPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 2, 6, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\handling\forms\ItemUOMConsolidationForm.js", "JavaScript", 0, 0, 647, 0, 0, 0, 13, 65, 725
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\handling\forms\MoveInventoryForm.js", "JavaScript", 0, 0, 974, 0, 0, 0, 22, 80, 1076
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\handling\forms\UOMConversionForm.js", "JavaScript", 0, 0, 396, 0, 0, 0, 21, 55, 472
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\handling\menus\HandlingMenu.js", "JavaScript", 0, 0, 46, 0, 0, 0, 4, 6, 56
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\receipts\CreatePOReceiptPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 2, 6, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\receipts\CreateReceiptPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 2, 6, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\receipts\ReceiptsPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 2, 20
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\receipts\ViewAllReceiptsPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 4, 22
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\receipts\forms\CreatePOReceiptForm.js", "JavaScript", 0, 0, 515, 0, 0, 0, 4, 36, 555
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\receipts\forms\CreateReceiptForm.js", "JavaScript", 0, 0, 390, 0, 0, 0, 5, 32, 427
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\receipts\forms\ViewAllReceiptsForm.js", "JavaScript", 0, 0, 79, 0, 0, 0, 1, 9, 89
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\receipts\menus\ReceiptsMenu.js", "JavaScript", 0, 0, 47, 0, 0, 0, 4, 6, 57
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\CreateReceiptPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 2, 6, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\ItemInventoryResultsPage.js", "JavaScript", 0, 0, 56, 0, 0, 0, 4, 5, 65
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\PutAwayPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 2, 6, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\SearchItemInventoryPage.js", "JavaScript", 0, 0, 33, 0, 0, 0, 1, 8, 42
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\TransactionsPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 2, 20
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\UpdateInspectionPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 2, 6, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\ViewAllInspectionsPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 4, 22
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\ViewAllItemInventoriesPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 4, 22
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\forms\PutAwayForm.js", "JavaScript", 0, 0, 797, 0, 0, 0, 17, 83, 897
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\forms\SearchItemInventoryForm.js", "JavaScript", 0, 0, 500, 0, 0, 0, 5, 53, 558
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\forms\UpdateInspectionForm.js", "JavaScript", 0, 0, 495, 0, 0, 0, 30, 45, 570
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\forms\ViewAllInspectionsForm.js", "JavaScript", 0, 0, 89, 0, 0, 0, 5, 11, 105
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\forms\ViewAllItemInventoriesForm.js", "JavaScript", 0, 0, 94, 0, 0, 0, 2, 9, 105
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\inventory\transactions\menus\TransactionsMenu.js", "JavaScript", 0, 0, 48, 0, 0, 0, 4, 6, 58
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\products\ProductsPage.js", "JavaScript", 0, 0, 30, 0, 0, 0, 2, 5, 37
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\products\product\ProductPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 3, 21
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\products\product\ViewAllProductsPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 4, 22
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\products\product\forms\ViewAllProductsForm.js", "JavaScript", 0, 0, 121, 0, 0, 0, 7, 11, 139
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\products\product\menus\ProductMenu.js", "JavaScript", 0, 0, 45, 0, 0, 0, 1, 6, 52
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\products\productcategories\CreateProdCatPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 2, 6, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\products\productcategories\ProductCategoriesPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 2, 20
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\products\productcategories\ViewAllProdCatPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 4, 22
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\products\productcategories\forms\CreateProdCatForm.js", "JavaScript", 0, 0, 211, 0, 0, 0, 4, 18, 233
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\products\productcategories\forms\ViewAllProdCatForm.js", "JavaScript", 0, 0, 118, 0, 0, 0, 3, 11, 132
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\products\productcategories\menus\ProductsCatMenu.js", "JavaScript", 0, 0, 49, 0, 0, 0, 4, 6, 59
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\purchase\PurchasePage.js", "JavaScript", 0, 0, 46, 0, 0, 0, 5, 8, 59
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\purchase\config\config.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 2, 17
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\purchase\purchaseorders\CreatePOPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 3, 7, 36
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\purchase\purchaseorders\PurchaseOrdersPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 2, 20
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\purchase\purchaseorders\PurchaseOrdersSearchPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 3, 7, 36
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\purchase\purchaseorders\ViewAllPurchaseOrdersPage.js", "JavaScript", 0, 0, 17, 0, 0, 0, 1, 4, 22
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\purchase\purchaseorders\forms\CreatePOForm.js", "JavaScript", 0, 0, 374, 0, 0, 0, 8, 40, 422
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\purchase\purchaseorders\forms\CreatePOLinesModal.js", "JavaScript", 0, 0, 233, 0, 0, 0, 0, 21, 254
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\purchase\purchaseorders\forms\PurchaseOrdersSearchForm.js", "JavaScript", 0, 0, 315, 0, 0, 0, 4, 30, 349
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\purchase\purchaseorders\forms\ViewPurchaseOrdersForm.js", "JavaScript", 0, 0, 200, 0, 0, 0, 10, 32, 242
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\purchase\purchaseorders\menus\PurchaseOrdersMenu.js", "JavaScript", 0, 0, 47, 0, 0, 0, 3, 6, 56
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\AuthenticationPage.js", "JavaScript", 0, 0, 385, 0, 0, 0, 4, 69, 458
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\UserRolesPage.js", "JavaScript", 0, 0, 40, 0, 0, 0, 3, 5, 48
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\Logout.js", "JavaScript", 0, 0, 53, 0, 0, 0, 3, 11, 67
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\ModifyUserPage.js", "JavaScript", 0, 0, 26, 0, 0, 0, 2, 6, 34
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\Profile.js", "JavaScript", 0, 0, 50, 0, 0, 0, 4, 10, 64
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\RegisterUserPage.js", "JavaScript", 0, 0, 23, 0, 0, 0, 2, 6, 31
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\TokenExpirationChecker.js", "JavaScript", 0, 0, 37, 0, 0, 0, 0, 8, 45
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\UserName.js", "JavaScript", 0, 0, 20, 0, 0, 0, 2, 5, 27
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\UsersListPage.js", "JavaScript", 0, 0, 19, 0, 0, 0, 1, 4, 24
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\checkTokenExpiration.js", "JavaScript", 0, 0, 5, 0, 0, 0, 2, 2, 9
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\forms\LoginForm.js", "JavaScript", 0, 0, 124, 0, 0, 0, 2, 18, 144
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\forms\ModifyUserForm.js", "JavaScript", 0, 0, 299, 0, 0, 0, 15, 30, 344
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\forms\RegisterUserForm.js", "JavaScript", 0, 0, 258, 0, 0, 0, 14, 26, 298
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\forms\UpdateCredentialsForm.js", "JavaScript", 0, 0, 308, 0, 0, 0, 21, 38, 367
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\forms\UsersListForm.js", "JavaScript", 0, 0, 75, 0, 0, 0, 3, 12, 90
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\useAuth.js", "JavaScript", 0, 0, 8, 0, 0, 0, 2, 6, 16
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\accessmgmt\authtoolkit\useToken.js", "JavaScript", 0, 0, 106, 0, 0, 0, 9, 21, 136
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\menus\PermissionsMenu.js", "JavaScript", 0, 0, 41, 0, 0, 0, 4, 7, 52
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\menus\UserRolesMenu.js", "JavaScript", 0, 0, 41, 0, 0, 0, 4, 7, 52
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\AccessControlWrapper.js", "JavaScript", 0, 0, 24, 0, 0, 0, 3, 9, 36
